trip_id,route_id,start_time,end_time,distance_km,avg_slope,congestion_index,avg_speed,passenger_load,temperature,peak_hour,energy_kwh,source
2003505-1-319-0750,2003505,07:50:00,07:59:00,2.53,0.0334,0.651,16.87,0.724,23.6,1,6.07,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0751,2003505,07:51:00,08:00:00,2.53,0.0172,0.67,16.87,0.75,23.6,1,4.26,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0753,2003505,07:53:00,08:02:00,2.53,0.0434,0.52,16.87,0.928,23.6,1,6.86,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0754,2003505,07:54:00,08:03:00,2.53,0.0115,0.624,16.87,0.627,23.6,1,5.58,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0756,2003505,07:56:00,08:05:00,2.53,-0.0163,0.638,16.87,0.762,23.6,1,4.26,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0757,2003505,07:57:00,08:06:00,2.53,0.047,0.783,16.87,0.764,23.6,1,6.89,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0759,2003505,07:59:00,08:08:00,2.53,0.0441,0.75,16.87,0.606,23.6,1,6.72,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0800,2003505,08:00:00,08:09:00,2.53,-0.0061,0.73,16.87,0.695,24.3,1,3.34,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0802,2003505,08:02:00,08:11:00,2.53,0.0543,0.641,16.87,0.837,24.3,1,6.59,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0803,2003505,08:03:00,08:12:00,2.53,0.0098,0.595,16.87,0.81,24.3,1,5.01,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0805,2003505,08:05:00,08:14:00,2.53,0.042,0.505,16.87,0.895,24.3,1,6.34,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0806,2003505,08:06:00,08:15:00,2.53,-0.0147,0.651,16.87,0.645,24.3,1,3.53,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0808,2003505,08:08:00,08:17:00,2.53,0.0474,0.767,16.87,0.704,24.3,1,6.58,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0809,2003505,08:09:00,08:18:00,2.53,0.0242,0.558,16.87,0.852,24.3,1,5.25,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0811,2003505,08:11:00,08:20:00,2.53,-0.0089,0.535,16.87,0.631,24.3,1,4.12,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0812,2003505,08:12:00,08:21:00,2.53,-0.0088,0.584,16.87,0.8,24.3,1,3.96,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0814,2003505,08:14:00,08:23:00,2.53,0.0114,0.702,16.87,0.688,24.3,1,5.27,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0815,2003505,08:15:00,08:24:00,2.53,0.0263,0.718,16.87,0.744,24.3,1,5.91,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0817,2003505,08:17:00,08:26:00,2.53,0.0301,0.591,16.87,0.864,24.3,1,5.21,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0818,2003505,08:18:00,08:27:00,2.53,-0.0083,0.618,16.87,0.621,24.3,1,3.15,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0820,2003505,08:20:00,08:29:00,2.53,-0.003,0.612,16.87,0.945,24.3,1,4.01,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0821,2003505,08:21:00,08:30:00,2.53,-0.0127,0.554,16.87,0.895,24.3,1,3.89,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0823,2003505,08:23:00,08:32:00,2.53,0.0411,0.624,16.87,0.798,24.3,1,6.63,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0824,2003505,08:24:00,08:33:00,2.53,-0.0103,0.773,16.87,0.628,24.3,1,4.35,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0826,2003505,08:26:00,08:35:00,2.53,0.0509,0.623,16.87,0.6,24.3,1,7.08,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0827,2003505,08:27:00,08:36:00,2.53,0.0061,0.664,16.87,0.893,24.3,1,4.37,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0829,2003505,08:29:00,08:38:00,2.53,0.0168,0.505,16.87,0.613,24.3,1,5.36,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0830,2003505,08:30:00,08:39:00,2.53,0.0543,0.666,16.87,0.784,24.3,1,7.31,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0832,2003505,08:32:00,08:41:00,2.53,-0.0213,0.628,16.87,0.871,24.3,1,3.92,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0833,2003505,08:33:00,08:42:00,2.53,0.0029,0.726,16.87,0.781,24.3,1,4.54,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0835,2003505,08:35:00,08:44:00,2.53,0.0538,0.741,16.87,0.958,24.3,1,7.62,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0836,2003505,08:36:00,08:45:00,2.53,-0.0105,0.593,16.87,0.877,24.3,1,4.2,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0838,2003505,08:38:00,08:47:00,2.53,-0.013,0.758,16.87,0.926,24.3,1,4.15,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0839,2003505,08:39:00,08:48:00,2.53,0.0226,0.772,16.87,0.78,24.3,1,5.3,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0841,2003505,08:41:00,08:50:00,2.53,0.0399,0.584,16.87,0.801,24.3,1,6.66,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0842,2003505,08:42:00,08:51:00,2.53,0.0593,0.747,16.87,0.748,24.3,1,7.04,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0844,2003505,08:44:00,08:53:00,2.53,0.0197,0.754,16.87,0.624,24.3,1,5.19,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0845,2003505,08:45:00,08:54:00,2.53,0.0192,0.714,16.87,0.933,24.3,1,5.2,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0847,2003505,08:47:00,08:56:00,2.53,0.0035,0.794,16.87,0.658,24.3,1,4.35,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0848,2003505,08:48:00,08:57:00,2.53,0.0157,0.747,16.87,0.959,24.3,1,4.99,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0850,2003505,08:50:00,08:59:00,2.53,-0.0241,0.625,16.87,0.784,24.3,1,3.59,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0851,2003505,08:51:00,09:00:00,2.53,0.0378,0.715,16.87,0.938,24.3,1,6.76,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0853,2003505,08:53:00,09:02:00,2.53,-0.0087,0.683,16.87,0.906,24.3,1,4.6,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0854,2003505,08:54:00,09:03:00,2.53,0.0132,0.668,16.87,0.906,24.3,1,4.74,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0856,2003505,08:56:00,09:05:00,2.53,0.0159,0.63,16.87,0.859,24.3,1,4.94,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0857,2003505,08:57:00,09:06:00,2.53,-0.0236,0.795,16.87,0.815,24.3,1,3.3,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0859,2003505,08:59:00,09:08:00,2.53,0.0329,0.705,16.87,0.698,24.3,1,5.9,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0900,2003505,09:00:00,09:09:00,2.53,0.0107,0.628,16.87,0.885,25.1,1,5.83,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0902,2003505,09:02:00,09:11:00,2.53,-0.0036,0.622,16.87,0.842,25.1,1,4.21,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0903,2003505,09:03:00,09:12:00,2.53,0.003,0.708,16.87,0.747,25.1,1,3.37,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0905,2003505,09:05:00,09:14:00,2.53,0.0481,0.581,16.87,0.751,25.1,1,6.42,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0906,2003505,09:06:00,09:15:00,2.53,0.0422,0.724,16.87,0.853,25.1,1,7.11,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0908,2003505,09:08:00,09:17:00,2.53,0.0462,0.504,16.87,0.657,25.1,1,6.99,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0909,2003505,09:09:00,09:18:00,2.53,-0.0223,0.569,16.87,0.952,25.1,1,3.39,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0911,2003505,09:11:00,09:20:00,2.53,0.008,0.628,16.87,0.89,25.1,1,3.72,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0912,2003505,09:12:00,09:21:00,2.53,0.0151,0.525,16.87,0.619,25.1,1,4.66,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0914,2003505,09:14:00,09:23:00,2.53,0.0408,0.677,16.87,0.84,25.1,1,6.14,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0915,2003505,09:15:00,09:24:00,2.53,0.0255,0.763,16.87,0.829,25.1,1,5.06,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0917,2003505,09:17:00,09:26:00,2.53,0.0575,0.559,16.87,0.607,25.1,1,7.43,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0918,2003505,09:18:00,09:27:00,2.53,0.0023,0.616,16.87,0.607,25.1,1,4.4,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0920,2003505,09:20:00,09:29:00,2.53,0.01,0.544,16.87,0.958,25.1,1,3.9,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0921,2003505,09:21:00,09:30:00,2.53,0.0243,0.526,16.87,0.833,25.1,1,4.79,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0923,2003505,09:23:00,09:32:00,2.53,-0.0045,0.658,16.87,0.72,25.1,1,3.44,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0924,2003505,09:24:00,09:33:00,2.53,0.0326,0.711,16.87,0.88,25.1,1,6.62,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0926,2003505,09:26:00,09:35:00,2.53,0.0503,0.609,16.87,0.645,25.1,1,6.97,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0927,2003505,09:27:00,09:36:00,2.53,0.0225,0.681,16.87,0.653,25.1,1,5.09,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0929,2003505,09:29:00,09:38:00,2.53,0.002,0.766,16.87,0.953,25.1,1,4.37,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0930,2003505,09:30:00,09:39:00,2.53,0.0567,0.579,16.87,0.719,25.1,1,6.9,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0932,2003505,09:32:00,09:41:00,2.53,0.0436,0.525,16.87,0.864,25.1,1,6.68,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0933,2003505,09:33:00,09:42:00,2.53,0.0393,0.653,16.87,0.835,25.1,1,5.86,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0935,2003505,09:35:00,09:44:00,2.53,-0.0007,0.543,16.87,0.63,25.1,1,3.91,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0936,2003505,09:36:00,09:45:00,2.53,-0.0202,0.624,16.87,0.9,25.1,1,3.81,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0938,2003505,09:38:00,09:47:00,2.53,0.0326,0.769,16.87,0.75,25.1,1,5.67,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0939,2003505,09:39:00,09:48:00,2.53,0.0425,0.697,16.87,0.703,25.1,1,6.73,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0941,2003505,09:41:00,09:50:00,2.53,0.0334,0.754,16.87,0.798,25.1,1,6.07,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0942,2003505,09:42:00,09:51:00,2.53,0.0327,0.503,16.87,0.856,25.1,1,6.12,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0944,2003505,09:44:00,09:53:00,2.53,0.0509,0.659,16.87,0.689,25.1,1,6.61,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0945,2003505,09:45:00,09:54:00,2.53,-0.0148,0.59,16.87,0.615,25.1,1,4.21,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0947,2003505,09:47:00,09:56:00,2.53,0.0354,0.707,16.87,0.758,25.1,1,6.59,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0948,2003505,09:48:00,09:57:00,2.53,-0.0194,0.714,16.87,0.959,25.1,1,4.42,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0950,2003505,09:50:00,09:59:00,2.53,0.0249,0.652,16.87,0.939,25.1,1,5.71,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0951,2003505,09:51:00,10:00:00,2.53,-0.0195,0.703,16.87,0.621,25.1,1,3.82,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0953,2003505,09:53:00,10:02:00,2.53,-0.0108,0.614,16.87,0.804,25.1,1,3.7,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0954,2003505,09:54:00,10:03:00,2.53,-0.014,0.669,16.87,0.745,25.1,1,3.89,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0956,2003505,09:56:00,10:05:00,2.53,0.0367,0.585,16.87,0.68,25.1,1,6.27,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0957,2003505,09:57:00,10:06:00,2.53,0.0107,0.5,16.87,0.889,25.1,1,3.8,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-0959,2003505,09:59:00,10:08:00,2.53,0.0292,0.598,16.87,0.827,25.1,1,5.8,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1000,2003505,10:00:00,10:09:00,2.53,-0.0058,0.213,16.87,0.385,25.8,0,3.52,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1600,2003505,16:00:00,16:09:00,2.53,-0.0037,0.219,16.87,0.331,26.9,0,3.2,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1601,2003505,16:01:00,16:10:00,2.53,-0.0236,0.351,16.87,0.373,26.9,0,3.8,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1603,2003505,16:03:00,16:12:00,2.53,-0.0178,0.416,16.87,0.562,26.9,0,3.53,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1604,2003505,16:04:00,16:13:00,2.53,0.0091,0.419,16.87,0.328,26.9,0,4.09,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1606,2003505,16:06:00,16:15:00,2.53,0.0323,0.16,16.87,0.469,26.9,0,5.33,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1607,2003505,16:07:00,16:16:00,2.53,0.02,0.352,16.87,0.591,26.9,0,5.7,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1609,2003505,16:09:00,16:18:00,2.53,-0.0081,0.437,16.87,0.534,26.9,0,3.61,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1610,2003505,16:10:00,16:19:00,2.53,0.0409,0.349,16.87,0.376,26.9,0,5.45,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1612,2003505,16:12:00,16:21:00,2.53,0.0318,0.309,16.87,0.516,26.9,0,5.64,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1613,2003505,16:13:00,16:22:00,2.53,0.0312,0.246,16.87,0.403,26.9,0,5.58,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1615,2003505,16:15:00,16:24:00,2.53,0.0313,0.371,16.87,0.574,26.9,0,5.95,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1616,2003505,16:16:00,16:25:00,2.53,-0.0036,0.39,16.87,0.59,26.9,0,3.51,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1618,2003505,16:18:00,16:27:00,2.53,0.0577,0.399,16.87,0.284,26.9,0,7.11,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1619,2003505,16:19:00,16:28:00,2.53,0.0472,0.243,16.87,0.279,26.9,0,6.71,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1621,2003505,16:21:00,16:30:00,2.53,-0.0037,0.395,16.87,0.333,26.9,0,2.88,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1622,2003505,16:22:00,16:31:00,2.53,0.0421,0.264,16.87,0.526,26.9,0,6.17,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1624,2003505,16:24:00,16:33:00,2.53,0.0269,0.184,16.87,0.304,26.9,0,4.73,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1625,2003505,16:25:00,16:34:00,2.53,-0.0211,0.189,16.87,0.523,26.9,0,4.17,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1627,2003505,16:27:00,16:36:00,2.53,0.0258,0.339,16.87,0.417,26.9,0,5.77,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1628,2003505,16:28:00,16:37:00,2.53,-0.0075,0.431,16.87,0.519,26.9,0,3.99,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1630,2003505,16:30:00,16:39:00,2.53,0.0152,0.394,16.87,0.521,26.9,0,5.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1631,2003505,16:31:00,16:40:00,2.53,-0.0223,0.256,16.87,0.456,26.9,0,3.26,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1633,2003505,16:33:00,16:42:00,2.53,-0.0058,0.264,16.87,0.581,26.9,0,3.53,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1634,2003505,16:34:00,16:43:00,2.53,-0.0109,0.393,16.87,0.567,26.9,0,4.82,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1636,2003505,16:36:00,16:45:00,2.53,0.0168,0.2,16.87,0.322,26.9,0,4.85,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1637,2003505,16:37:00,16:46:00,2.53,0.0194,0.37,16.87,0.276,26.9,0,4.89,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1639,2003505,16:39:00,16:48:00,2.53,-0.0133,0.206,16.87,0.395,26.9,0,3.92,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1640,2003505,16:40:00,16:49:00,2.53,-0.0037,0.25,16.87,0.378,26.9,0,4.11,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1642,2003505,16:42:00,16:51:00,2.53,0.029,0.215,16.87,0.318,26.9,0,5.58,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1643,2003505,16:43:00,16:52:00,2.53,0.0143,0.449,16.87,0.361,26.9,0,5.13,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1645,2003505,16:45:00,16:54:00,2.53,0.0589,0.181,16.87,0.436,26.9,0,6.85,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1646,2003505,16:46:00,16:55:00,2.53,0.0527,0.209,16.87,0.359,26.9,0,7.32,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1648,2003505,16:48:00,16:57:00,2.53,0.0437,0.304,16.87,0.492,26.9,0,6.68,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1649,2003505,16:49:00,16:58:00,2.53,0.0558,0.188,16.87,0.464,26.9,0,7.15,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1651,2003505,16:51:00,17:00:00,2.53,0.0588,0.199,16.87,0.484,26.9,0,7.08,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1652,2003505,16:52:00,17:01:00,2.53,0.0223,0.267,16.87,0.244,26.9,0,4.47,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1654,2003505,16:54:00,17:03:00,2.53,0.0263,0.321,16.87,0.323,26.9,0,5.34,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1655,2003505,16:55:00,17:04:00,2.53,0.0552,0.198,16.87,0.301,26.9,0,7.12,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1657,2003505,16:57:00,17:06:00,2.53,0.0227,0.163,16.87,0.541,26.9,0,5.45,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1658,2003505,16:58:00,17:07:00,2.53,0.0369,0.302,16.87,0.414,26.9,0,6.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1700,2003505,17:00:00,17:09:00,2.53,0.0522,0.61,16.87,0.735,26.5,1,7.44,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1701,2003505,17:01:00,17:10:00,2.53,0.0011,0.521,16.87,0.847,26.5,1,3.56,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1703,2003505,17:03:00,17:12:00,2.53,-0.0006,0.704,16.87,0.808,26.5,1,4.11,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1704,2003505,17:04:00,17:13:00,2.53,0.0131,0.599,16.87,0.922,26.5,1,6.31,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1706,2003505,17:06:00,17:15:00,2.53,0.0266,0.734,16.87,0.758,26.5,1,5.94,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1707,2003505,17:07:00,17:16:00,2.53,-0.0046,0.558,16.87,0.697,26.5,1,3.64,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1709,2003505,17:09:00,17:18:00,2.53,0.0035,0.614,16.87,0.739,26.5,1,4.52,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1710,2003505,17:10:00,17:19:00,2.53,0.0359,0.774,16.87,0.886,26.5,1,6.23,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1712,2003505,17:12:00,17:21:00,2.53,0.0012,0.734,16.87,0.889,26.5,1,4.98,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1713,2003505,17:13:00,17:22:00,2.53,-0.0143,0.685,16.87,0.758,26.5,1,4.37,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1715,2003505,17:15:00,17:24:00,2.53,0.0269,0.532,16.87,0.718,26.5,1,6.49,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1716,2003505,17:16:00,17:25:00,2.53,0.0237,0.534,16.87,0.958,26.5,1,4.68,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1718,2003505,17:18:00,17:27:00,2.53,-0.0162,0.622,16.87,0.631,26.5,1,4.31,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1719,2003505,17:19:00,17:28:00,2.53,0.0499,0.635,16.87,0.67,26.5,1,7.98,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1721,2003505,17:21:00,17:30:00,2.53,0.0504,0.52,16.87,0.912,26.5,1,7.11,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1722,2003505,17:22:00,17:31:00,2.53,0.0313,0.601,16.87,0.627,26.5,1,5.29,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1724,2003505,17:24:00,17:33:00,2.53,-0.0102,0.707,16.87,0.868,26.5,1,4.24,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1725,2003505,17:25:00,17:34:00,2.53,-0.0048,0.638,16.87,0.779,26.5,1,4.28,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1727,2003505,17:27:00,17:36:00,2.53,0.0372,0.571,16.87,0.642,26.5,1,6.85,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1728,2003505,17:28:00,17:37:00,2.53,-0.0008,0.714,16.87,0.739,26.5,1,3.87,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1730,2003505,17:30:00,17:39:00,2.53,-0.0077,0.674,16.87,0.921,26.5,1,4.0,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1731,2003505,17:31:00,17:40:00,2.53,-0.016,0.592,16.87,0.709,26.5,1,4.07,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1733,2003505,17:33:00,17:42:00,2.53,-0.0082,0.738,16.87,0.91,26.5,1,4.06,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1734,2003505,17:34:00,17:43:00,2.53,0.0318,0.603,16.87,0.83,26.5,1,5.51,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1736,2003505,17:36:00,17:45:00,2.53,-0.0015,0.533,16.87,0.611,26.5,1,3.9,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1737,2003505,17:37:00,17:46:00,2.53,0.0285,0.696,16.87,0.681,26.5,1,6.67,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1739,2003505,17:39:00,17:48:00,2.53,-0.0029,0.707,16.87,0.609,26.5,1,4.1,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1740,2003505,17:40:00,17:49:00,2.53,0.0136,0.573,16.87,0.897,26.5,1,4.65,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1742,2003505,17:42:00,17:51:00,2.53,-0.0124,0.796,16.87,0.71,26.5,1,4.71,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1743,2003505,17:43:00,17:52:00,2.53,0.047,0.707,16.87,0.726,26.5,1,6.54,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
2003505-1-319-1745,2003505,17:45:00,17:54:00,2.53,-0.0051,0.758,16.87,0.866,26.5,1,4.52,GTFS distance/timing + HKO temperature + literature-style calibrated simulation
